name,price,pic
一加 OnePlus 7T/7T Pro 90Hz流体屏 骁龙855Plus旗舰 全面屏拍照游戏,3199.00,//img11.360buyimg.com/n7/jfs/t1/90524/21/11233/439802/5e2be776E7b36fabd/8e158543d144c652.jpg
小米 红米8A ,698.00,//img10.360buyimg.com/n7/jfs/t1/94790/19/7927/68724/5e005320E1eeb57cb/888b6cd8f176eb06.jpg
华为nova6se ,2189.00,//img14.360buyimg.com/n7/jfs/t1/89832/29/12614/183836/5e4cd02aEb94d59c4/78637d5a741adc3a.jpg
华为畅享9s ,969.00,//img12.360buyimg.com/n7/jfs/t1/94423/9/12066/173467/5e424d89E38c2235e/7016ce64f2ef541d.jpg
华为 HUAWEI nova 5i 后置AI四摄 极点全面屏 前置2400万高清摄像头 8GB+128GB 幻夜黑 全网通双卡双待,1899.00,//img14.360buyimg.com/n7/jfs/t1/46872/15/2995/233737/5d0b4d8eE5535bb5b/0784dff7aae31c3b.jpg
vivo iQOO Pro 5G,3498.00,//img14.360buyimg.com/n7/jfs/t1/92764/39/12083/415495/5e42ba0aE32c4473e/6923ab0586f4ee6c.jpg
OPPO K5【到手价1599起】6400万超清四摄30W VOOC充电 骁龙730G拍照游戏,1699.00,//img13.360buyimg.com/n7/jfs/t1/93014/27/11494/414097/5e342f00E66087589/b5398f993c6e5bf5.png
小米 Redmi 红米Note7Pro 4800万双摄 ,1198.00,//img14.360buyimg.com/n7/jfs/t1/94568/13/11618/661153/5e362deeEe89c8c5b/9fe5c350fb0bfe9c.png
华为Mate20（30天价保+现货速发） ,2139.00,//img13.360buyimg.com/n7/jfs/t1/110052/4/3804/136097/5e1547e7E1153089b/c72a61855a822b94.jpg
荣耀9X PRO 麒麟810液冷散热 4000mAh超强续航 4800万超广角夜拍三摄 6.59英寸全网通8GB+128GB 幻影紫,1999.00,//img12.360buyimg.com/n7/jfs/t1/88193/31/12609/149751/5e4aa254E3b11f6f2/8cf559aa14fbde1c.jpg
华为nova5i ,1689.00,//img10.360buyimg.com/n7/jfs/t1/51796/3/3090/165250/5d0da795Eab1d07e8/780a99bc93e0230b.png
华为nova5i ,1699.00,//img10.360buyimg.com/n7/jfs/t1/106015/20/12505/104663/5e4600acEe3789f33/56693722e64e6ed2.jpg
华为p30pro ,4488.00,//img11.360buyimg.com/n7/jfs/t1/90454/32/12732/159670/5e4ceb5fE42b35011/3df4c6b3cf7af92f.jpg
华为（HUAWEI）荣耀畅玩8A 移动联通电信全网通4G 全面屏智能老人老年学生,675.00,//img11.360buyimg.com/n7/jfs/t1/30652/13/3111/107112/5c720612E740dfac3/7beca5458357e7be.jpg
小米cc9e,1099.00,//img14.360buyimg.com/n7/jfs/t1/85879/23/11786/451340/5e3cd440E7305604a/2d1ec5ec79affe2a.png
华为 HUAWEI 畅享 9S 4GB+128GB 极光蓝 全网通 2400万超广角三摄珍珠屏大存储 移动联通电信4G,1099.00,//img14.360buyimg.com/n7/jfs/t1/31417/14/6937/181658/5c933bcaEde4f57df/61ed42f19b474d16.jpg
vivo iQOO Pro 5G,3498.00,//img10.360buyimg.com/n7/jfs/t1/92269/1/12514/141849/5e4bef35E1574345f/2e1e58ee4cd0cf56.jpg
小米cc9e,1099.00,//img14.360buyimg.com/n7/jfs/t1/85879/23/11786/451340/5e3cd440E7305604a/2d1ec5ec79affe2a.png
华为 HUAWEI 畅享 9S 4GB+128GB 极光蓝 全网通 2400万超广角三摄珍珠屏大存储 移动联通电信4G,1099.00,//img14.360buyimg.com/n7/jfs/t1/31417/14/6937/181658/5c933bcaEde4f57df/61ed42f19b474d16.jpg
vivo iQOO Pro 5G,3498.00,//img10.360buyimg.com/n7/jfs/t1/92269/1/12514/141849/5e4bef35E1574345f/2e1e58ee4cd0cf56.jpg
【现货速发】华为nova4e 全网通双4G 全面屏智能游戏女性,1218.00,//img11.360buyimg.com/n7/jfs/t1/44748/11/7578/111105/5d539a39E01d6efbd/03a8828d6437c993.jpg
小米9pro 5G版,4059.00,//img11.360buyimg.com/n7/jfs/t1/95486/26/11224/689760/5e2e51f2Eedaee74d/1fbaef1b1da3bccb.png
小米 红米Note8 pro 6400万四摄Redmi,1519.00,//img12.360buyimg.com/n7/jfs/t1/89574/26/12170/436385/5e44c12aE5bbf41ff/5926d4eee8ff9c9f.png
华为 (HUAWEI) nova4e 移动4G+全网通 超广角三摄珍珠全面屏 智能,1339.00,//img12.360buyimg.com/n7/jfs/t1/56616/15/4488/87896/5d22f350E5b6b33be/5333429d6cd33131.jpg
OPPO A8 ,1199.00,//img12.360buyimg.com/n7/jfs/t1/98062/40/12641/479849/5e4b4865E6700b344/66c0c76353e6d558.png
vivo X30 5G,3298.00,//img14.360buyimg.com/n7/jfs/t1/85364/27/12534/117641/5e4bebd8E7620e4d7/388ecebe5740c398.jpg
OPPO Reno2 Z,2299.00,//img13.360buyimg.com/n7/jfs/t1/97759/25/10870/353361/5e21708bEdd241305/46d2da5e6b5dd9f4.jpg
华为 HUAWEI nova 5 前置3200万人像超级夜景4800万AI四摄40W超级快充8GB+128GB绮境森林全网通双4G,2099.00,//img14.360buyimg.com/n7/jfs/t1/37152/38/12853/362081/5d0c4104E69eb0d35/29666be466bbb042.jpg
OPPO A11,1299.00,//img14.360buyimg.com/n7/jfs/t1/98071/11/12611/415902/5e4b4bc8E8667adb2/d4760bccb8e1f284.png
Apple iPhone XS (A2100)  256GB 银色 移动联通电信4G,6399.00,//img11.360buyimg.com/n7/jfs/t1/98647/1/12300/323021/5e476f48E0fcf8285/89923f4ff34ab336.jpg
vivo Z5 骁龙712 4800万超广角AI三摄 4500mAh大电池 4G全网通,1798.00,//img13.360buyimg.com/n7/jfs/t1/94883/10/12402/106306/5e4ab3deEd8ecb1da/0bc5e0939874d64e.jpg
华为（HUAWEI） 荣耀 畅玩7 全网通 移动联通电信4G 全面屏智能老人老年,425.00,//img11.360buyimg.com/n7/jfs/t1/22906/25/4703/80644/5c34734dE2a184f21/cf96399cc6ecbb81.jpg
【至高优惠50】vivo U3 5000mAh大电池 骁龙675处理器 智能,1099.00,//img14.360buyimg.com/n7/jfs/t1/88404/29/12480/86388/5e492013E9ba3c43c/7be9f312b076de57.jpg
荣耀10青春版 ,888.00,//img14.360buyimg.com/n7/jfs/t1/89093/4/12572/129380/5e4ceb56E817f840e/24e33bd295bade5b.jpg
小米Redmi 红米note8pro,1539.00,//img11.360buyimg.com/n7/jfs/t1/96641/35/8293/92754/5e030c6aE2e1e5a45/62657c48ce1ea602.jpg
OPPO Reno3 元气版 5G,2999.00,//img14.360buyimg.com/n7/jfs/t1/86685/8/12501/721148/5e47d060E4d9c7390/e724830fa1f34f51.png
华为（HUAWEI）荣耀Note10 全网通4G全面屏 NFC 6.95英寸麒麟970芯片游戏,1658.00,//img12.360buyimg.com/n7/jfs/t1/95760/4/5439/525819/5dedb8e6E11d42ef2/e5d6bed011a85dcd.png
华为nova5 ,1878.00,//img12.360buyimg.com/n7/jfs/t1/99790/24/11746/125615/5e3bbf3eE3f849af4/eb844c2d20bca571.jpg
OPPO Reno2 Z 8G+128G 深海夜光 4800万夜拍四摄 VOOC闪充 炫彩升降 全网通4G 全面屏拍照游戏智能,2299.00,//img11.360buyimg.com/n7/jfs/t1/54195/35/13741/302811/5da80134Ebccba4d2/2d6c417e3930bd02.jpg
ROG游戏,3499.00,//img14.360buyimg.com/n7/jfs/t1/105994/18/10686/165962/5e21e4c2E529fbe5c/d50ae16246c2c9cf.jpg
努比亚 红魔Mars 二代电竞游戏,1789.00,//img14.360buyimg.com/n7/jfs/t1/89799/7/8621/233897/5e080c86Ea9991838/142db32dcdfcc9a5.jpg
华为畅享Max 7.12寸大屏,1199.00,//img14.360buyimg.com/n7/jfs/t1/62197/18/14539/118447/5dc11105E82e4cbcd/8b08f36bbdcc6f50.jpg
vivo U3x 3GB+64GB 深湖蓝 5000mAh大电池 18W双引擎闪充 超广角AI三摄 骁龙665处理器 全网通4G,849.00,//img12.360buyimg.com/n7/jfs/t1/91732/28/12672/134584/5e4b7236E59d196fa/ccfeb4606042dc13.jpg
【直降600】华为nova5 ,1969.00,//img14.360buyimg.com/n7/jfs/t1/46248/15/5464/110529/5d3133d4E5a0b091f/00399c8d5d5a3c2a.jpg
Apple 苹果 iPhone 11 ,5708.00,//img12.360buyimg.com/n7/jfs/t1/108342/36/5395/164218/5e39220dE756480a0/98d5008c7d7e5ef5.jpg
新款大内存八核小辣椒P60安卓智能,699.00,//img12.360buyimg.com/n7/jfs/t1/66946/4/14666/297316/5dc1483bEb622a11f/6bdfb5228c84d8b3.jpg
vivo X30 5G 秘银 8GB+128GB 双模5G 20倍变焦 50mm专业人像镜头 全网通智慧旗舰新品,3298.00,//img13.360buyimg.com/n7/jfs/t1/103424/14/12587/125989/5e4b6a42E43d242cd/9ef0ad60d145c82a.jpg
OPPO Reno2 Z 8G+128G 深海夜光 4800万夜拍四摄 VOOC闪充 炫彩升降 全网通4G 全面屏拍照游戏智能,2299.00,//img11.360buyimg.com/n7/jfs/t1/54195/35/13741/302811/5da80134Ebccba4d2/2d6c417e3930bd02.jpg
ROG游戏,3499.00,//img14.360buyimg.com/n7/jfs/t1/105994/18/10686/165962/5e21e4c2E529fbe5c/d50ae16246c2c9cf.jpg
努比亚 红魔Mars 二代电竞游戏,1789.00,//img14.360buyimg.com/n7/jfs/t1/89799/7/8621/233897/5e080c86Ea9991838/142db32dcdfcc9a5.jpg
华为畅享Max 7.12寸大屏,1199.00,//img14.360buyimg.com/n7/jfs/t1/62197/18/14539/118447/5dc11105E82e4cbcd/8b08f36bbdcc6f50.jpg
vivo U3x 3GB+64GB 深湖蓝 5000mAh大电池 18W双引擎闪充 超广角AI三摄 骁龙665处理器 全网通4G,849.00,//img12.360buyimg.com/n7/jfs/t1/91732/28/12672/134584/5e4b7236E59d196fa/ccfeb4606042dc13.jpg
【直降600】华为nova5 ,1969.00,//img14.360buyimg.com/n7/jfs/t1/46248/15/5464/110529/5d3133d4E5a0b091f/00399c8d5d5a3c2a.jpg
Apple 苹果 iPhone 11 ,5708.00,//img12.360buyimg.com/n7/jfs/t1/108342/36/5395/164218/5e39220dE756480a0/98d5008c7d7e5ef5.jpg
新款大内存八核小辣椒P60安卓智能,699.00,//img12.360buyimg.com/n7/jfs/t1/66946/4/14666/297316/5dc1483bEb622a11f/6bdfb5228c84d8b3.jpg
vivo X30 5G 秘银 8GB+128GB 双模5G 20倍变焦 50mm专业人像镜头 全网通智慧旗舰新品,3298.00,//img13.360buyimg.com/n7/jfs/t1/103424/14/12587/125989/5e4b6a42E43d242cd/9ef0ad60d145c82a.jpg
飞利浦 PHILIPS E258S 宝石蓝 直板按键 移动/联通2G 老人,165.00,//img10.360buyimg.com/n7/jfs/t1/98575/16/10651/285632/5e1ead9dEab837e00/0b0779a1629f3a84.jpg
华为nova4e 全网通 ,1239.00,//img13.360buyimg.com/n7/jfs/t1/62095/20/16152/73345/5dddf397E6e8f2600/dade41a9da3b8e9b.jpg
誉品（YEPEN） YP958 4G全网通老年,55.00,//img14.360buyimg.com/n7/jfs/t1/93125/22/10903/164769/5e22a556E9eaf41d9/fd063e357275ff56.jpg
华为 nova 5 Pro ,2499.00,//img13.360buyimg.com/n7/jfs/t1/95461/10/12556/90068/5e4d6555E5e0281e3/2c58d9840e1bdb36.jpg
华为nova5i,1799.00,//img11.360buyimg.com/n7/jfs/t1/46403/9/2735/104554/5d0f0e5bEebff3fed/3ca18888838cafcb.jpg
诺基亚 2720 翻盖4G智能老人,749.00,//img11.360buyimg.com/n7/jfs/t1/91516/24/8140/39231/5e01b8edEfa0bbff2/86ce08f2262e7742.jpg
【12期免息】OPPO Reno3 Pro,3999.00,//img13.360buyimg.com/n7/jfs/t1/97755/4/12293/124966/5e4612e0E81e77477/47de12a3ee718902.jpg
小米CC9 ,1939.00,//img13.360buyimg.com/n7/jfs/t1/98153/31/11987/80264/5e426585E47f5aa2d/a256cd35d71bd4b3.jpg
荣耀 畅玩7 2GB+32GB 黑色 全网通4G,499.00,//img12.360buyimg.com/n7/jfs/t1/79484/29/13847/241443/5db2aa78Eec419888/69520a6d975eea6a.jpg
荣耀9x华为,1079.00,//img13.360buyimg.com/n7/jfs/t1/109086/27/3452/128946/5e118062Ef27b724f/3d8e31dd8597f868.jpg
OPPO Reno3 Pro 双模5G 视频双防抖 90HZ高感曲面屏 7.7mm轻薄机身 8GB+128GB 雾月白全网通拍照游戏视频,3999.00,//img13.360buyimg.com/n7/jfs/t1/97617/34/8534/71921/5e05d162E80435142/68bd75c150f486f4.jpg
【超级新品】朵唯(DOOV)刘海全面屏移动联通电信全网通4G人脸指纹解锁老人大屏学生价游戏智能 魅影黑 4GB+64GB,539.00,//img14.360buyimg.com/n7/jfs/t1/105479/10/10417/310304/5e183a41Eff3ad45f/3d6ba42250e3c4cf.jpg
荣耀play3,810.00,//img10.360buyimg.com/n7/jfs/t1/70964/7/9209/121111/5d6fb90cEdb8bfdb6/8c920648a9e05338.jpg
【优惠800】vivo NEX双屏版 10GB+128GB 零界全面屏 三摄拍照 4G全网通,2598.00,//img12.360buyimg.com/n7/jfs/t1/29937/30/1160/233576/5c0f9f52E0ca68398/e54c4cc223a55db1.jpg
vivo X30 6400万拍照,3298.00,//img11.360buyimg.com/n7/jfs/t1/85541/17/12509/112511/5e49654cEa563552e/9233bd5fc448ab00.jpg
OPPO A8 4GB+128GB 秘夜黑 6.5英寸水滴屏 4230mAh大电池 后置AI三摄 全网通4G 全面屏拍照游戏智能,1199.00,//img11.360buyimg.com/n7/jfs/t1/96862/37/7119/165502/5df8c34fEf13b16f8/1dab894c917b87b1.jpg
华为荣耀20i ,969.00,//img13.360buyimg.com/n7/jfs/t1/100958/7/12558/215179/5e4bab12Eea10be45/76d9aee95ed1b59e.jpg
华为 HUAWEI 畅享 10S 炫彩OLED屏幕指纹4800万超广角AI三摄4000mAh大电池6GB+64GB翡冷翠全网通双4G,1349.00,//img12.360buyimg.com/n7/jfs/t1/67455/11/13496/84263/5dad86c5E7f4f85bc/1da5d0653c928f54.jpg
华为 nova6 ,3789.00,//img14.360buyimg.com/n7/jfs/t1/86614/28/12778/169981/5e4ceb78E586f29d9/434c194e642cb479.jpg
黑鲨游戏,2499.00,//img10.360buyimg.com/n7/jfs/t1/32887/24/6418/97818/5c8f87feE6e78036a/2f934b022dea984a.jpg
华为nova5Pro ,2499.00,//img10.360buyimg.com/n7/jfs/t1/106126/15/12717/185370/5e4ceb65E3c01336a/11289ae4d10e5539.jpg
Redmi 8A 5000mAh 骁龙八核处理器 AI人脸解锁 4GB+64GB 深海蓝 游戏老人,749.00,//img10.360buyimg.com/n7/jfs/t1/93499/17/90/221850/5da6d4ebE9747a490/8b167328e1dadff8.jpg
Apple iPhone 11 (A2223) 128GB 黑色 移动联通电信4G,5999.00,//img12.360buyimg.com/n7/jfs/t1/103980/26/12527/248017/5e4a6b2bEde93b893/af9f1eb0617ce599.jpg
[12期免息]柔宇科技Royole FlexPai/柔派可折叠柔性屏,8999.00,//img13.360buyimg.com/n7/jfs/t1/43394/18/1262/92187/5cc5889fE669a2b04/f647cbec5e1eb3a7.jpg
荣耀20青春版 AMOLED屏幕指纹 4000mAh大电池 20W快充 4800万 ,999.00,//img13.360buyimg.com/n7/jfs/t1/108772/27/6583/206938/5e4fa7fdEf327de2c/2208a1b67abd4b95.jpg
荣耀20S 李现同款 3200万人像超级夜景 4800万超广角AI三摄 麒麟810 全网通版6GB+128GB 蝶羽黑,1599.00,//img12.360buyimg.com/n7/jfs/t1/44067/40/13329/218927/5d672bc1Ec5304a94/e1520fc06bb8bf12.jpg
荣耀9X 麒麟810 4000mAh续航 4800万超清夜拍 6.59英寸升降全面屏 全网通6GB+64GB 魅海蓝,1289.00,//img12.360buyimg.com/n7/jfs/t1/104340/25/12997/173594/5e50d200E5ebbd9be/ef179f1df9f6f2d6.jpg
华为nova5pro/nova5 Pro,2399.00,//img11.360buyimg.com/n7/jfs/t1/97033/13/9556/110529/5e0fe5b5E6f3c8732/dc84f8f0cd7fe938.jpg
荣耀20i 3200万AI自拍 超广角三摄 全网通版6GB+64GB 渐变红 移动联通电信4G全面屏,999.00,//img14.360buyimg.com/n7/jfs/t1/107620/13/6445/139049/5e4fa72eEaa5aef01/b2dac719f339e972.jpg
荣耀20 PRO 李现同款 4800万全焦段AI四摄  双光学防抖 麒麟980 全网通4G 8GB+128GB 冰岛幻境 拍照,2489.00,//img12.360buyimg.com/n7/jfs/t1/107128/18/6693/129219/5e4f9f80Ed88e5abb/13ba61a20d03eca7.jpg
Apple iPhone XS Max (A2104) 256GB 金色 移动联通电信4G,7199.00,//img12.360buyimg.com/n7/jfs/t1/100188/3/12327/337705/5e476fcaE4d414dfd/827bae920b090203.jpg
荣耀20 李现同款 4800万超广角AI四摄 3200W美颜自拍 麒麟Kirin980全网通版8GB+128GB 蓝水翡翠,2089.00,//img13.360buyimg.com/n7/jfs/t1/35493/30/14545/210121/5d280052E1187c175/e9ad9735fc3f0686.jpg
荣耀8X Max 骁龙660 7.12英寸90%屏占比珍珠屏 6GB+64GB 幻夜黑 移动联通电信4G全面屏,989.00,//img10.360buyimg.com/n7/jfs/t1/11613/2/8323/407568/5c6e4e58Ec0198a86/2ecf72c64880be75.jpg
vivo iQOO Neo 855版 8GB+128GB 冰岛极光 骁龙855处理器 33W超快闪充 4500mAh大电池游戏,2198.00,//img10.360buyimg.com/n7/jfs/t1/92368/21/12570/205882/5e4e4518E17225a72/c3616096a4a3e8c8.jpg
OPPO K5 6GB+128GB 赛博金属 6400万超清四摄 VOOC闪充4.0 高通骁龙730G 4G游戏智能,1699.00,//img10.360buyimg.com/n7/jfs/t1/70128/12/11277/106624/5d8ae635Ea33fc84a/6c311712705df4e7.jpg
华为 HUAWEI nova 5z 麒麟810芯片 4800万AI四摄 3200万人像超级夜景  6GB+64GB 幻夜黑 全网通双卡双待,1499.00,//img13.360buyimg.com/n7/jfs/t1/67870/7/13409/416682/5dac1770Ec347fcd5/686cd05c0ce1f8b3.jpg
华为 HUAWEI Mate 30 5G 麒麟990 4000万超感光徕卡影像双超级快充8GB+128GB亮黑色5G全网通游戏,4999.00,//img14.360buyimg.com/n7/jfs/t1/102602/7/12866/145072/5e4fd1dfE71d6a126/73a6106d04efae70.jpg
华为 HUAWEI Mate 20 麒麟980AI智能芯片全面屏超微距影像超大广角徕卡三摄6GB+128GB亮黑色全网通版双4G,2499.00,//img11.360buyimg.com/n7/jfs/t25954/134/1930444050/488286/31587d0d/5bbf1fc9N3ced3749.jpg
Apple iPhone 11 Pro Max (A2220) 256GB 暗夜绿色  移动联通电信4G,10899.00,//img13.360buyimg.com/n7/jfs/t1/103037/8/12492/270385/5e4a6da3E9743ec5c/97e65593cf1ab35d.jpg
vivo X30 6400万拍照,3298.00,//img11.360buyimg.com/n7/jfs/t1/85541/17/12509/112511/5e49654cEa563552e/9233bd5fc448ab00.jpg
荣耀V30 PRO 李现同款 DXO122分 5G双模 麒麟990 5GSOC芯片 双超级快充 游戏,3589.00,//img14.360buyimg.com/n7/jfs/t1/93937/39/12791/142448/5e4f9e21Ebb1d43a8/3daafc9e77d20f9f.jpg
【超级爆款】华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版,3688.00,//img14.360buyimg.com/n7/jfs/t1/89353/23/12852/100471/5e4fd3efEb275e52a/2e8f6bedf034a115.jpg
Redmi Note8Pro 6400万全场景四摄 液冷游戏芯 4500mAh长续航 NFC 18W快充 红外遥控 8GB+128GB 冰翡翠 游戏智能,1599.00,//img10.360buyimg.com/n7/jfs/t1/47602/8/9063/92821/5d67465eE55258909/1796fe0ea3d2d895.jpg
vivo Z5 6GB+128GB 竹林幻夜 4800万超广角AI三摄,1598.00,//img11.360buyimg.com/n7/jfs/t1/105684/31/12757/143002/5e4f7256E40e50df2/0c4b0e168465ae9b.jpg
荣耀Note10 全网通8G+128G幻夜黑 移动联通电信4G全面屏,1789.00,//img11.360buyimg.com/n7/jfs/t1/92856/33/12958/118381/5e4fa0d5E0d97a49e/ef03486064f0cca3.jpg
大内存八核小辣椒P60安卓智能,699.00,//img12.360buyimg.com/n7/jfs/t1/66946/4/14666/297316/5dc1483bEb622a11f/6bdfb5228c84d8b3.jpg
荣耀10青春版 幻彩渐变 2400万AI自拍 全网通版6GB+64GB 渐变蓝 移动联通电信4G全面屏,999.00,//img13.360buyimg.com/n7/jfs/t1/25803/18/15334/168068/5caee58aEf9db82c0/866518bfac170b25.jpg
Redmi Note8 4800万全场景四摄 4000mAh长续航 高通骁龙665 18W快充 小金刚品质保证 4GB+64GB 皓月白 游戏智能,999.00,//img14.360buyimg.com/n7/jfs/t1/65786/38/8555/351173/5d674913E0a3b51f6/8d2e3fadc4cfac3c.jpg
Apple iPhone XR (A2108) 128GB 黑色 移动联通电信4G,4999.00,//img10.360buyimg.com/n7/jfs/t1/3405/18/3537/69901/5b997c0aE5dc8ed9f/a2c208410ae84d1f.jpg
华为 HUAWEI Mate 30 Pro 5G 麒麟990 OLED环幕屏双4000万徕卡电影四摄8GB+256GB亮黑色5G全网通游戏,6899.00,//img14.360buyimg.com/n7/jfs/t1/90292/3/12848/137217/5e4fcdd5Ed633e2af/8edbe784390886ea.jpg
荣耀Play3 6.39英寸魅眼全视屏 4000mAh大电池 真4800万AI三摄 麒麟710F自研芯片 畅玩全网通6GB+64GB 幻夜黑,989.00,//img13.360buyimg.com/n7/jfs/t1/84935/18/12779/119732/5e4fa2c5Eb9c2d4f3/d5d206a7f17aaed4.jpg
华为 Mate30 ,4299.00,//img13.360buyimg.com/n7/jfs/t1/103200/10/12890/160626/5e4df9f5E22dfded9/3b0ae2eca72fc455.jpg
华为 HUAWEI nova 4e 3200万立体美颜AI超广角三摄珍珠屏4GB+128GB雀翎蓝全网通版双4G,1199.00,//img11.360buyimg.com/n7/jfs/t1/22082/6/9639/238787/5c808331E2088f66f/c0717c1c166c7d58.jpg
realme 真我X 4800万双摄 升降摄像头 高通骁龙710 屏下指纹 全网通6GB+64GB 朋克蓝 游戏智能,1199.00,//img10.360buyimg.com/n7/jfs/t1/105402/12/12086/196068/5e4539a8E78c4986e/9730f74706948da6.jpg
华为 HUAWEI nova 5 Pro 前置3200万人像超级夜景4800万AI四摄麒麟980芯片8GB+128GB亮黑色全网通双4G,2499.00,//img14.360buyimg.com/n7/jfs/t1/51336/1/8104/201268/5d5b5213Ec0ea1a1d/ca1e456c486d6ed7.jpg
华为 HUAWEI nova 6 SE 麒麟810芯片4800万AI四摄40W超级快充8GB+128GB 樱雪晴空 全网通双卡双待,2199.00,//img12.360buyimg.com/n7/jfs/t1/88121/36/12745/106834/5e4fd4fdEb083c4ab/8a931bfd95407c61.jpg
荣耀V30 李现同款 5G 双模 麒麟990 突破性相机矩阵 游戏,2989.00,//img10.360buyimg.com/n7/jfs/t1/90489/7/12715/138883/5e4f9cabE5c6e96bb/eadec26d3869a861.jpg
vivo iQOO Neo 855版 8GB+128GB 冰岛极光 骁龙855处理器 33W超快闪充 4500mAh大电池游戏,2198.00,//img10.360buyimg.com/n7/jfs/t1/92368/21/12570/205882/5e4e4518E17225a72/c3616096a4a3e8c8.jpg
华为 HUAWEI 畅享MAX 6GB+128GB 幻夜黑 全网通 珍珠屏杜比全景声大电池 移动联通电信4G,1249.00,//img11.360buyimg.com/n7/jfs/t1/56335/9/14528/130853/5db6dae8E61379dd1/e87371a56c251973.jpg
OPPO A5 全面屏拍照,699.00,//img13.360buyimg.com/n7/jfs/t1/50882/22/15802/92030/5dc922b1E3e4011dd/594fdd7127bc2a7a.jpg
华为 HUAWEI 畅享8e 青春版 2GB+32GB全面屏 金色 全网通版 移动联通电信4G,499.00,//img12.360buyimg.com/n7/jfs/t21043/186/220467895/46630/3417464c/5b0517ccN295c6fdb.jpg
vivo Z5x 6GB+128GB 极光色 极点屏,1398.00,//img11.360buyimg.com/n7/jfs/t1/102364/4/12686/149501/5e4e4a83E822f2103/48aa245ea30312e8.jpg
Apple iPhone 11 Pro (A2217) 256GB 暗夜绿色 移动联通电信4G,9999.00,//img12.360buyimg.com/n7/jfs/t1/101408/15/12700/273395/5e4a6ca6E48cadc55/0fafc2e9dbc9fd87.jpg
OPPO A11x,1299.00,//img14.360buyimg.com/n7/jfs/t1/80425/34/13776/75427/5daed453E8f874a29/dbfcbac8c56de8d7.jpg
一加 OnePlus 7 Pro 2K+90Hz 流体屏 骁龙855旗舰 4800万超广角三摄 8GB+256GB 星雾蓝 全面屏拍照游戏,3899.00,//img11.360buyimg.com/n7/jfs/t1/94695/14/12259/237747/5e463c48E2fb670e4/699ee1524d7a7265.jpg
华为 HUAWEI nova 6 5G 105°前置广角双摄 超感光暗拍 麒麟990芯片 8GB+128GB普罗旺斯全网通双卡双待,3799.00,//img13.360buyimg.com/n7/jfs/t1/84928/2/12858/107355/5e4fd22dEd0090d5c/31060e3eda943d4b.jpg
OPPO A11 5000mAh大电池 AI四摄 视频防抖 4GB+128GB 湖光绿 全网通4G 全面屏拍照游戏智能,1299.00,//img11.360buyimg.com/n7/jfs/t1/80903/40/12445/197926/5d9eb7adE9db510d0/15b41d58631bb262.jpg
vivo U3 6GB+64GB 晶石蓝 5000mAh大电池 18W双引擎闪充 骁龙675处理器 全网通4G,1099.00,//img11.360buyimg.com/n7/jfs/t1/110626/10/6573/130533/5e4e4b81E92eaa26e/08c44860348ba510.jpg
小米CC9 Pro 1亿像素 五摄四闪 10倍混合光学变焦 5260mAh 屏下指纹 魔法绿镜 8GB+128GB 游戏智能拍照,2599.00,//img10.360buyimg.com/n7/jfs/t1/55065/34/14866/200462/5dc10498E4b67161e/a86051994269baf5.jpg
华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版,3688.00,//img10.360buyimg.com/n7/jfs/t1/87033/36/12840/107096/5e4fd410E0b2a8352/9f36125e7a43e32b.jpg
华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+256GB极光色全网通版双4G,4988.00,//img13.360buyimg.com/n7/jfs/t1/11352/31/13456/324178/5c98c88dE9419c2ca/4be2efca1d9e2b38.jpg
Apple iPhone 7 Plus (A1661) 128G 黑色 移动联通电信4G,3599.00,//img12.360buyimg.com/n7/jfs/t1/18387/1/12727/161720/5c999df4E06720614/34ac75cc458efc46.jpg
一加 OnePlus 7T Pro 2K+90Hz流体屏 骁龙855Plus旗舰 4800万超广角 8GB+256GB 海月蓝 游戏,3969.00,//img10.360buyimg.com/n7/jfs/t1/106003/9/12559/244859/5e4a34e6E1b5f2969/df4948140ca6415b.jpg
魅族 16 X 全面屏游戏,999.00,//img10.360buyimg.com/n7/jfs/t27451/100/1417160314/232905/6c2284e9/5bc82835N4f37a40e.jpg
魅族 X8 准旗舰游戏拍照,869.00,//img11.360buyimg.com/n7/jfs/t1/48064/4/15466/204466/5dca247cEa47668fe/1bdc4edfc5b6fde8.jpg
诺基亚 NOKIA 8110 移动联通4G,499.00,//img14.360buyimg.com/n7/jfs/t21949/69/2044466680/171928/5301291c/5b45e393N344190f3.jpg
vivo U3x 5000mAh大电量 超广角AI三摄 4G全网通智能,799.00,//img14.360buyimg.com/n7/jfs/t1/88240/22/12956/100672/5e4ffd32E987960fa/af7713df56de205f.jpg
荣耀play3华为,819.60,//img14.360buyimg.com/n7/jfs/t1/80360/12/9284/113481/5d706e9eE32d94bc8/acf8ab57b66b8a64.jpg
Apple iPhone 7 (A1660) 128G 黑色 移动联通电信4G,2999.00,//img12.360buyimg.com/n7/jfs/t1/24238/8/12493/163807/5c9996dfE466d616a/ab22cb8d8464e096.jpg
